,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.12761678-0.30128114j],
          [ 0.02201477-0.32645324j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.26953237-0.18549574j],
          [-0.31538971-0.08709593j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.25733715+0.20207415j],
          [-0.17705494+0.27515072j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.14075459+0.29537183j],
          [-0.03636293+0.32516781j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.32669416+0.01809131j],
          [ 0.3146313 -0.08979709j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.22588506+0.23671145j],
          [ 0.29090239+0.14977373j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.1760564 -0.2757907j ],
          [ 0.07612847-0.31821506j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.31086533-0.10207408j],
          [ 0.26035625-0.1981691j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.20591544-0.25427387j],
          [ 0.11138417-0.3076523j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.14812435+0.29174569j],
          [ 0.23542877+0.22722162j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
