,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.13870216-0.09101229j],
          [-0.15187879-0.066741j  ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.14635156-0.07812009j],
          [-0.15728342-0.05275845j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.15571024+0.05723503j],
          [-0.14405753+0.08227366j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.03756167+0.1615879j ],
          [-0.01023438+0.16558014j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.16587542-0.0026212j ],
          [ 0.16314208-0.03010297j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.1380423 -0.09201006j],
          [ 0.12086536-0.11363578j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.16544598+0.01221282j],
          [-0.16112738+0.03949044j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.14043428-0.08831614j],
          [ 0.123837  -0.11038987j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.16048206+0.0420361j ],
          [-0.15128467+0.06807697j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
