,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.15123938-0.16031785j],
          [ 0.11218673-0.18970847j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.01985048+0.21950199j],
          [ 0.0677401 +0.20972945j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.21852694+0.02865555j],
          [ 0.219469  -0.02021193j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.2202703 +0.00749409j],
          [-0.21320219+0.05585689j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.21678276+0.03975424j],
          [-0.20269035+0.08655512j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.09353745+0.1995643j ],
          [ 0.1352209 +0.17404159j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.20460491+0.08192676j],
          [ 0.21763017+0.03481773j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.22032026+0.0058438j ],
          [ 0.21619056-0.04285798j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.12109394-0.18415054j],
          [ 0.07752989-0.20631113j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
