,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.25320624+0.34748967j],
          [-0.07920177+0.42259857j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.38700179+0.18732882j],
          [-0.26886122+0.33552364j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.0750213 +0.4233607j ],
          [ 0.24975959+0.34997518j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.34557171+0.25581765j],
          [-0.20200888+0.37954563j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.27452608-0.33090468j],
          [ 0.10558121-0.41679141j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.12735673+0.41066134j],
          [ 0.29155044+0.31600762j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.27780505+0.32815672j],
          [-0.10972313+0.41572023j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.42177487+0.08347716j],
          [-0.34490776+0.25671211j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.40670421-0.13947818j],
          [-0.42716229+0.04893724j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.35278128-0.24578006j],
          [ 0.21283376-0.37358301j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
