,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.42720505+0.04856251j],
          [-0.36482218+0.22752418j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.42769378+0.04405118j],
          [-0.3672031 +0.22366125j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.2415943 +0.35566089j],
          [ 0.371042  +0.21723331j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.3556971 +0.24154099j],
          [ 0.42499309+0.06514097j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.41684495+0.10536965j],
          [ 0.42165268-0.08409218j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.88064867-0.19898603j, 0.12627968+0.41099382j],
          [0.06269784+0.42536038j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.00577138-0.42991763j],
          [-0.17963513-0.39063243j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.39950409-0.15893067j],
          [ 0.29235888-0.31525983j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
