,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.13285021-0.29901035j],
          [-0.22337233-0.23908402j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9318629 -0.1567647j , 0.02653151+0.32611723j],
          [0.08163269+0.31684771j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.30380143-0.12149511j],
          [ 0.24732672-0.21420986j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.31413127-0.09153096j],
          [-0.32678897+0.01628927j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.28380075+0.16282967j],
          [-0.21490249+0.24672513j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.06551181+0.32056914j],
          [ 0.16679436+0.28148892j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.9318629 -0.1567647j , 0.05428033+0.32266084j],
          [0.05428033+0.32266084j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.27784527+0.17279576j],
          [ 0.31908968+0.07237505j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.32370244+0.04767705j],
          [ 0.32148455-0.06086096j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.23398495-0.22870814j],
          [ 0.14627362-0.29267798j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
