unitary
"Operator([[ 0.94460909-0.1427637j , -0.15544692-0.25133334j],
          [ 0.07423004-0.28604561j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.1447295 -0.25765396j],
          [-0.21440733-0.20337574j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.1779253 +0.23595504j],
          [-0.10024905+0.27799698j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.07022627+0.28705481j],
          [0.01774078+0.29498722j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.29086408-0.05225207j],
          [ 0.26243153-0.13587452j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.27310199+0.1129048j ],
          [ 0.29426995+0.02715492j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.18458306-0.23078407j],
          [ 0.10813757-0.27502447j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.28510067-0.07778045j],
          [ 0.24938138-0.15855952j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.2245742 -0.19209014j],
          [ 0.15777741-0.24987693j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.24330832+0.1677297j ],
          [ 0.28200884+0.08833578j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
