num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,final_cost
5.0,1.0,1.0,1.0,0.0,0.0,-0.9883416147928265
5.0,1.0,1.0,1.0,1.0,0.0,-0.9440534444122844
5.0,1.0,1.0,1.0,2.0,0.0,-0.9088105220526337
5.0,1.0,1.0,1.0,3.0,0.0,-0.9586512137722307
5.0,1.0,1.0,1.0,4.0,0.0,-0.9830221383029846
5.0,1.0,1.0,1.0,5.0,0.0,-0.9665686514228968
5.0,1.0,1.0,1.0,6.0,0.0,-0.7544411028538739
5.0,1.0,1.0,1.0,7.0,0.0,-0.9470556467081637
5.0,1.0,1.0,1.0,8.0,0.0,-0.9717076942261726
5.0,1.0,1.0,1.0,9.0,0.0,-0.9236795946103148
5.0,1.0,1.0,1.0,0.0,1.0,-0.01978958185600908
5.0,1.0,1.0,1.0,1.0,1.0,-0.05514651523542412
5.0,1.0,1.0,1.0,2.0,1.0,-0.10460788979414666
5.0,1.0,1.0,1.0,3.0,1.0,-0.043892589474379407
5.0,1.0,1.0,1.0,4.0,1.0,-0.036500528107603826
5.0,1.0,1.0,1.0,5.0,1.0,-0.05970826686752494
5.0,1.0,1.0,1.0,6.0,1.0,-0.27141788688258717
5.0,1.0,1.0,1.0,7.0,1.0,-0.08118997694864358
5.0,1.0,1.0,1.0,8.0,1.0,-0.04007999689801675
5.0,1.0,1.0,1.0,9.0,1.0,-0.12800071506414568
5.0,1.0,1.0,1.0,0.0,2.0,-0.031917275921169046
5.0,1.0,1.0,1.0,1.0,2.0,-0.001982835375552288
5.0,1.0,1.0,1.0,2.0,2.0,-0.012518233937508071
5.0,1.0,1.0,1.0,3.0,2.0,-0.0065622475562383134
5.0,1.0,1.0,1.0,4.0,2.0,-0.044747442054131475
5.0,1.0,1.0,1.0,5.0,2.0,-0.04691984402315725
5.0,1.0,1.0,1.0,6.0,2.0,-0.089189818148273
5.0,1.0,1.0,1.0,7.0,2.0,-0.041902684378285315
5.0,1.0,1.0,1.0,8.0,2.0,-0.019892160549945224
5.0,1.0,1.0,1.0,9.0,2.0,-0.15399739949823593
5.0,1.0,1.0,1.0,0.0,3.0,-0.3612548162574688
