num_of_intervals,total_time,drift_parameter,taylor_truncate_len,avg_infidelity
5.0,1.0,1.0,1.0,0.3644068188557995
5.0,1.0,1.0,2.0,0.20908217863014078
5.0,1.0,1.0,3.0,0.20827178419865822
5.0,1.0,1.0,4.0,0.20827178833566617
5.0,1.0,1.0,5.0,0.2082717832811527
5.0,1.0,1.0,6.0,0.20827178328129903
5.0,1.0,1.0,7.0,0.20827178328122364
5.0,1.0,1.0,8.0,0.20827178328122375
5.0,1.0,1.0,9.0,0.20827178328122375
5.0,1.0,1.0,10.0,0.20827178328122375
5.0,1.5,1.0,1.0,0.3013925219826704
5.0,1.5,1.0,2.0,0.10609067263281824
5.0,1.5,1.0,3.0,0.10257549701283519
5.0,1.5,1.0,4.0,0.10257558918910892
5.0,1.5,1.0,5.0,0.102575476504015
5.0,1.5,1.0,6.0,0.10257547650347887
5.0,1.5,1.0,7.0,0.10257547650335364
5.0,1.5,1.0,8.0,0.1025754765033543
5.0,1.5,1.0,9.0,0.10257547650335419
5.0,1.5,1.0,10.0,0.10257547650335419
5.0,2.0,1.0,1.0,0.24442547205823573
5.0,2.0,1.0,2.0,0.03942373343589023
5.0,2.0,1.0,3.0,0.030557170202576422
5.0,2.0,1.0,4.0,0.03055949857900253
5.0,2.0,1.0,5.0,0.030556917910046222
5.0,2.0,1.0,6.0,0.03055691780707337
5.0,2.0,1.0,7.0,0.030556917818591045
5.0,2.0,1.0,8.0,0.030556917818801543
5.0,2.0,1.0,9.0,0.030556917818721052
5.0,2.0,1.0,10.0,0.03055691781872072
5.0,2.5,1.0,1.0,0.19973575756285644
5.0,2.5,1.0,2.0,0.010946529956674
5.0,2.5,1.0,3.0,0.0021487053530397926
5.0,2.5,1.0,4.0,0.0021546438098314358
5.0,2.5,1.0,5.0,0.0021451632294265943
5.0,2.5,1.0,6.0,0.002145163527136895
5.0,2.5,1.0,7.0,0.0021451624432472505
5.0,2.5,1.0,8.0,0.0021451624437058836
5.0,2.5,1.0,9.0,0.002145162443559334
5.0,2.5,1.0,10.0,0.00214516244355889
5.0,3.0,1.0,1.0,0.1611045254370037
5.0,3.0,1.0,2.0,0.0010844283104397556
5.0,3.0,1.0,3.0,4.192180147466473e-08
5.0,3.0,1.0,4.0,2.3715222319253826e-07
5.0,3.0,1.0,5.0,8.256528793992857e-11
5.0,3.0,1.0,6.0,1.1365186569634034e-10
5.0,3.0,1.0,7.0,3.995359598718551e-12
5.0,3.0,1.0,8.0,3.495204126124918e-12
5.0,3.0,1.0,9.0,3.647082635893639e-12
5.0,3.0,1.0,10.0,3.6484149035231894e-12
5.0,3.5,1.0,1.0,0.12650888660774096
5.0,3.5,1.0,2.0,0.00024070036977386078
5.0,3.5,1.0,3.0,4.8641880967537077e-08
5.0,3.5,1.0,4.0,3.021579153550391e-07
5.0,3.5,1.0,5.0,8.005973661795451e-11
5.0,3.5,1.0,6.0,1.0069134415147118e-10
5.0,3.5,1.0,7.0,1.3292700273837e-12
5.0,3.5,1.0,8.0,1.3304912727107876e-12
5.0,3.5,1.0,9.0,1.3308243396181751e-12
5.0,3.5,1.0,10.0,1.3313794511304877e-12
5.0,4.0,1.0,1.0,0.10505127233725209
5.0,4.0,1.0,2.0,0.00021413589805319155
5.0,4.0,1.0,3.0,1.842438357435583e-08
5.0,4.0,1.0,4.0,6.281169898647576e-07
5.0,4.0,1.0,5.0,2.2498503060575104e-10
5.0,4.0,1.0,6.0,3.6217517873637917e-10
5.0,4.0,1.0,7.0,3.7903014060702844e-13
5.0,4.0,1.0,8.0,3.1741276274033225e-13
5.0,4.0,1.0,9.0,3.519406988061746e-14
5.0,4.0,1.0,10.0,3.430589146091734e-14
5.0,4.5,1.0,1.0,0.08822576593979825
5.0,4.5,1.0,2.0,0.0001169251891359746
5.0,4.5,1.0,3.0,9.117274557546295e-08
5.0,4.5,1.0,4.0,2.677390209537833e-07
5.0,4.5,1.0,5.0,6.449057954327486e-10
5.0,4.5,1.0,6.0,5.612991182957217e-10
5.0,4.5,1.0,7.0,6.583622536027178e-13
5.0,4.5,1.0,8.0,1.8540724511240114e-13
5.0,4.5,1.0,9.0,1.9317880628477724e-14
5.0,4.5,1.0,10.0,2.5424107263916085e-14
5.0,5.0,1.0,1.0,0.07723744497791629
5.0,5.0,1.0,2.0,0.000347980450021268
5.0,5.0,1.0,3.0,1.5082301840774193e-07
5.0,5.0,1.0,4.0,4.840326408572793e-07
5.0,5.0,1.0,5.0,1.7545971342514122e-09
5.0,5.0,1.0,6.0,7.13112791039805e-10
5.0,5.0,1.0,7.0,9.82658399095726e-13
5.0,5.0,1.0,8.0,1.0385026172343714e-12
5.0,5.0,1.0,9.0,6.772360450213455e-15
5.0,5.0,1.0,10.0,7.66053886991358e-15
