unitary
"Operator([[ 0.99075977-0.1106545j , -0.00649097+0.07809621j,
           -0.00301898-0.00062102j],
          [ 0.01511046+0.0768949j ,  0.99383985+0.0002282j ,
           -0.00649097+0.07809621j],
          [-0.00289422+0.0010599j ,  0.01511046+0.0768949j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0043514 +0.0782446j ,
           -0.00307373+0.00022813j],
          [ 0.0043514 +0.0782446j ,  0.99383985+0.0002282j ,
            0.0043514 +0.0782446j ],
          [-0.00307373+0.00022813j,  0.0043514 +0.0782446j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0098287 +0.07774669j,
           -0.00301157+0.000656j  ],
          [-0.00114734+0.0783571j ,  0.99383985+0.0002282j ,
            0.0098287 +0.07774669j],
          [-0.00307541-0.00020423j, -0.00114734+0.0783571j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.01669537+0.07656642j,
           -0.00284798+0.00117852j],
          [-0.00810254+0.0779455j ,  0.99383985+0.0002282j ,
            0.01669537+0.07656642j],
          [-0.00299075-0.00074517j, -0.00810254+0.0779455j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0043514 +0.0782446j ,
           -0.00307373+0.00022813j],
          [ 0.0043514 +0.0782446j ,  0.99383985+0.0002282j ,
            0.0043514 +0.0782446j ],
          [-0.00307373+0.00022813j,  0.0043514 +0.0782446j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0043514 +0.0782446j ,
           -0.00307373+0.00022813j],
          [ 0.0043514 +0.0782446j ,  0.99383985+0.0002282j ,
            0.0043514 +0.0782446j ],
          [-0.00307373+0.00022813j,  0.0043514 +0.0782446j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0043514 +0.0782446j ,
           -0.00307373+0.00022813j],
          [ 0.0043514 +0.0782446j ,  0.99383985+0.0002282j ,
            0.0043514 +0.0782446j ],
          [-0.00307373+0.00022813j,  0.0043514 +0.0782446j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0323658 +0.0713695j ,
           -0.00211512+0.0022419j ],
          [-0.02425258+0.07451821j,  0.99383985+0.0002282j ,
            0.0323658 +0.0713695j ],
          [-0.00242291-0.00190509j, -0.02425258+0.07451821j,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.99075977-0.1106545j ,  0.0043514 +0.0782446j ,
           -0.00307373+0.00022813j],
          [ 0.0043514 +0.0782446j ,  0.99383985+0.0002282j ,
            0.0043514 +0.0782446j ],
          [-0.00307373+0.00022813j,  0.0043514 +0.0782446j ,
            0.99075977-0.1106545j ]],
         input_dims=(3,), output_dims=(3,))"
