,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.24012104-0.29343581j],
          [ 0.11093215-0.36256964j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.37730552-0.03745978j],
          [ 0.33492919-0.17772205j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.28967233-0.24464797j],
          [ 0.17528191-0.33621264j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.27405468-0.26202427j],
          [-0.35294053-0.13854845j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.18892999-0.3287372j ],
          [-0.29946692-0.23255591j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.32431891-0.19641776j],
          [ 0.22562846-0.30472034j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.36892014+0.08752496j],
          [-0.30818721+0.2208695j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.34198205+0.16374054j],
          [ 0.37853051+0.0218481j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.18855101+0.32895472j],
          [ 0.29919871+0.23290087j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.26597333-0.27022375j],
          [-0.34857152-0.1491998j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
