,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.13693563+0.31436848j],
          [ 0.23642986+0.24835424j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j, -0.19308509+0.28336735j],
          [ 0.27854491+0.1999791j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j, -0.23809005-0.24676312j],
          [ 0.13904076-0.31344309j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.92502524-0.16355243j,  0.29575136-0.17352245j],
          [-0.33732122-0.06158976j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j,  0.20641697+0.27380822j],
          [-0.10001423+0.3279879j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j,  0.34271938-0.01106049j],
          [-0.32573385+0.1071278j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j,  0.33570285+0.0698749j ],
          [-0.29139015+0.18075035j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.92502524-0.16355243j, 0.05984621+0.33763492j],
          [0.05955638+0.33768616j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.12820746+0.31802791j],
          [-0.01138351+0.3427088j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.92502524-0.16355243j, 0.04838875+0.3394664j ],
          [0.07094721+0.33547787j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
