,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.08933234+0.25926039j],
          [-0.01481377+0.27381886j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.18243957-0.20472426j],
          [-0.23158549-0.14684815j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.18239036-0.2047681j ],
          [ 0.11924746-0.24693372j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.24692193-0.11927186j],
          [ 0.20475008-0.1824106j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.11714441+0.24793831j],
          [-0.04466447+0.27055739j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.2645694 -0.07210582j],
          [ 0.23465491-0.14189184j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.23352698-0.14374063j],
          [ 0.18515878-0.20226825j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.22979587+0.14963313j],
          [-0.17995486+0.20691174j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.18733732-0.20025221j],
          [ 0.12524313-0.24394749j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.12205891+0.24555619j],
          [-0.0500438 +0.26961424j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
