unitary
"Operator([[ 0.85030065-0.2171174j , -0.41039365+0.24784248j],
          [ 0.47897633+0.02074904j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47116652+0.08860561j],
          [ 0.45596732-0.14813053j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.02200563-0.47892024j],
          [-0.24891835-0.40974199j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.14780909-0.45607162j],
          [-0.34836706-0.32937705j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.41945327+0.23218054j],
          [-0.25679159+0.4048542j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.00758034-0.47936561j],
          [-0.23647249-0.41704869j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.33863525-0.33937445j],
          [-0.45988517-0.13547871j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.41640407+0.23760577j],
          [-0.25151467+0.40815342j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.28811316+0.38319663j],
          [-0.06912884+0.47441548j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.00088601+0.47942472j],
          [0.22907091+0.42115955j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
