,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.02696117+0.21874245j],
          [ 0.07450854+0.20742141j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.0062956 -0.22030781j],
          [-0.05469613-0.21350292j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.0650718 +0.21057261j],
          [ 0.10988142+0.19105297j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.1998218 -0.0929861j ],
          [-0.21540212-0.0466593j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.01378193-0.21996642j],
          [-0.03503707-0.21759497j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.21900485+0.02473944j],
          [-0.20816703+0.07239927j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.2156299 -0.04559506j],
          [ 0.20027853-0.09199823j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.21670115+0.04019671j],
          [-0.20251323+0.08696872j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.16377363+0.14749022j],
          [ 0.19225296+0.10776811j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.18700838-0.11663203j],
          [-0.2081153 -0.07254784j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
