,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.01604072+0.34252241j],
          [ 0.1325184 +0.31625588j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j, -0.07554838-0.33447175j],
          [-0.04372154-0.340099j  ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.92502524-0.16355243j, 0.05769558+0.33800906j],
          [0.06170491+0.33730018j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.92502524-0.16355243j,  0.23178691+0.25269296j],
          [-0.13108644+0.3168521j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.27081525-0.21032833j],
          [ 0.18227533-0.29043865j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j,  0.16855665-0.29860938j],
          [-0.26073002-0.2227078j ,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j, -0.29903374+0.16780265j],
          [ 0.3384433 +0.05509121j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j,  0.34000765+0.04442636j],
          [-0.30416021+0.15832079j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j, -0.21156504+0.26985022j],
          [ 0.29126947+0.18094475j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j, -0.16896236-0.29838j   ],
          [ 0.05640478-0.33822686j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
