unitary
"Operator([[ 0.77168651-0.2493213j , -0.41990369-0.40745517j],
          [ 0.1021255 -0.57611562j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.51595685+0.27591185j],
          [ 0.57985725-0.07813061j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.57786384+0.09171808j],
          [ 0.52229026-0.26372658j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.5842064 -0.03227531j],
          [-0.49265404+0.31564349j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.38963302-0.43649161j],
          [-0.57136806-0.12600538j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.51593937+0.27594454j],
          [ 0.5798622 -0.07809387j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.47424596+0.34268001j],
          [-0.18409484+0.55538087j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.40578577+0.42151718j],
          [ 0.57570584+0.10441074j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
