unitary
"Operator([[ 0.94460909-0.1427637j , -0.07372516-0.28617616j],
          [-0.0141385 -0.2951818j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.15779681+0.24986468j],
          [ 0.22458911+0.1920727j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.27116876-0.1174721j ],
          [ 0.22434203-0.19236123j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.24703811-0.16218621j],
          [-0.28393382-0.08193765j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.20212765-0.21558433j],
          [-0.25680945-0.14622277j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.19091316+0.22557561j],
          [ 0.24904846+0.15908192j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.24527793+0.16483607j],
          [-0.18561057+0.2299585j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.28891754+0.06211962j],
          [ 0.29437107-0.02603583j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.28461055-0.07955517j],
          [ 0.24838869-0.16011013j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.12431369-0.26810129j],
          [-0.19799075-0.21938974j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
