,unitary
0,"Operator([[ 0.94460909-0.1427637j ,  0.29546766+0.00557245j],
          [-0.28062427+0.09264023j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j ,  0.23705401+0.17645847j],
          [-0.1743193 +0.23863146j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j , -0.01850879+0.29494002j],
          [ 0.10484286+0.27629725j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j ,  0.0289411 -0.29409965j],
          [-0.11456088-0.27241145j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j ,  0.21125069+0.2066527j ],
          [-0.14074545+0.25985171j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j ,  0.25364617+0.1516437j ],
          [-0.19750367+0.21982833j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j ,  0.26351679+0.13375759j],
          [-0.21221914+0.20565804j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j ,  0.26133684+0.13796828j],
          [-0.20889221+0.20903645j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.24180135-0.16989497j],
          [ 0.18079426-0.23376405j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j ,  0.28315182+0.08460047j],
          [-0.24550412+0.164499j  ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
