,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.22920298+0.09313813j],
          [ 0.24512036+0.03353696j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.22759628+0.09699821j],
          [ 0.2445186 +0.03767455j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.24125206+0.05482849j],
          [ 0.2473169 -0.00656271j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.23249853+0.08457631j],
          [ 0.24619523+0.02442598j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.24330718+0.04483676j],
          [ 0.24683614-0.01675226j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.23138995+0.08756374j],
          [ 0.24586022+0.0275948j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j , -0.23215349+0.08551888j],
          [ 0.2460941 +0.02542461j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.22964738+0.09203694j],
          [ 0.24527851+0.03236006j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
