unitary
"Operator([[ 0.79938141-0.2399973j , -0.42663733-0.34838376j],
          [ 0.16419191-0.5257677j ,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.52211013-0.17547556j],
          [-0.53242297+0.14112562j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.50956938+0.2091165j ],
          [-0.31011926+0.45521061j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.32678598+0.44339777j],
          [-0.02851827+0.55007033j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.43210613+0.34157716j],
          [ 0.54879309+0.04708299j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.41407994+0.36321958j],
          [ 0.54566871+0.07507542j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
