unitary
"Operator([[ 0.97517033-0.0978434j , -0.17038709-0.10216527j],
          [ 0.14669359-0.13397946j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038505-0.10216867j],
          [ 0.14669092-0.13398238j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038732-0.10216489j],
          [ 0.14669388-0.13397913j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038988-0.10216061j],
          [ 0.14669725-0.13397545j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038431-0.10216991j],
          [ 0.14668993-0.13398345j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
