unitary
"Operator([[ 0.25571481-0.18449425j, -0.32001954-0.89339762j],
          [-0.74691128-0.58540187j,  0.25571481-0.18449425j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.25571481-0.18449425j, 0.55524831+0.76959153j],
          [0.55524831+0.76959153j, 0.25571481-0.18449425j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.25571481-0.18449425j, 0.56528325+0.76225104j],
          [0.54511807+0.77679991j, 0.25571481-0.18449425j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.25571481-0.18449425j, 0.55524831+0.76959153j],
          [0.55524831+0.76959153j, 0.25571481-0.18449425j]],
         input_dims=(2,), output_dims=(2,))"
