,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.38162384-0.19805484j],
          [-0.4297039 -0.01473215j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.88064867-0.19898603j, 0.05524134+0.42639286j],
          [0.1334557 +0.40872002j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.42896264+0.02921515j],
          [-0.37472754+0.21081211j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.32064791+0.28643916j],
          [ 0.4126532 +0.12074689j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.34473755+0.25694065j],
          [ 0.42171945+0.08375668j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.15349066-0.40162556j],
          [-0.31126046-0.29661322j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.34496327-0.25663753j],
          [-0.42179291-0.08338595j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.42505957-0.06470579j],
          [-0.41158556+0.12433746j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.38398483+0.19343765j],
          [-0.26351083+0.33974184j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.16962636-0.39508147j],
          [-0.3230149 -0.28376724j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
