,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.27578726-0.39216098j],
          [ 0.0540141 -0.47637309j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j , -0.21270234+0.42965866j],
          [ 0.3926532 +0.27508601j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.47136079+0.08756626j],
          [ 0.45563951-0.14913578j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j ,  0.45745913-0.14345728j],
          [-0.47023524+0.09342198j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j ,  0.35521486-0.3219802j ],
          [-0.4660959 -0.11226514j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.20798612+0.43196137j],
          [ 0.3896183 +0.27936791j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j ,  0.29051326+0.38138025j],
          [-0.07210594+0.47397213j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.44898227+0.16811833j],
          [ 0.47461923-0.06771585j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.47838143+0.0316236j ],
          [ 0.43498036-0.20159596j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.07764081-0.47309698j],
          [-0.15867855-0.45240465j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
