unitary
"Operator([[ 0.85030065-0.2171174j , -0.21517873-0.42842381j],
          [-0.01656022-0.47913944j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.19922836+0.43606984j],
          [ 0.38390235+0.28717213j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.06514609-0.47497877j],
          [-0.28488803-0.38560039j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.23395428+0.41846653j],
          [ 0.40593774+0.25507528j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.46190021-0.1284408j ],
          [ 0.34377777-0.33416416j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
