,unitary
0,"Operator([[ 0.94460909-0.1427637j ,  0.29464535-0.02272248j],
          [-0.28820041+0.06536604j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j , -0.26171334+0.13725276j],
          [ 0.29058527+0.05378099j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j ,  0.27805177+0.10009699j],
          [-0.23605232+0.17779622j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j , -0.18211713+0.23273492j],
          [ 0.24276101+0.16852087j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j , -0.17204623+0.24027544j],
          [ 0.23536829+0.17870076j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j ,  0.18543487-0.2301002j ],
          [-0.24515196-0.16502336j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.24768941-0.16118979j],
          [ 0.18899189-0.22718771j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j ,  0.1243006 -0.26810736j],
          [-0.19798004-0.2193994j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.94460909-0.1427637j , 0.08128104+0.28412248j],
          [0.00631319+0.29545276j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j , -0.29551479-0.00178979j],
          [ 0.28178714-0.08904044j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
