,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.10935275-0.3083802j ],
          [-0.204234  -0.25562637j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9318629 -0.1567647j , 0.04309705+0.32434397j],
          [0.06539877+0.32059222j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.20888405-0.25184087j],
          [-0.27978743-0.16963303j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.13693694+0.29716097j],
          [ 0.22662901+0.23599928j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.13684438-0.29720361j],
          [-0.2265555 -0.23606986j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.28765976-0.15591097j],
          [-0.32283933-0.05320841j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.28679655+0.1574932j ],
          [ 0.32254133+0.05498599j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.29427674-0.14302995j],
          [-0.3248775 -0.03887136j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.29745475-0.13629763j],
          [-0.32567779-0.03146977j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.32697034+0.01211459j],
          [-0.30500907+0.11843073j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
