,unitary
0,"Operator([[ 0.99843817-0.02496616j, -0.04984842-0.00361277j],
          [ 0.04960556-0.00609964j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99843817-0.02496616j, -0.03722114-0.03335422j],
          [ 0.03550761-0.03517281j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99843817-0.02496616j,  0.01209248+0.04849422j],
          [-0.00965367+0.04903799j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99843817-0.02496616j,  0.01189797+0.04854231j],
          [-0.00945699+0.04907629j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99843817-0.02496616j, -0.04988408-0.00308147j],
          [ 0.04966773-0.00557079j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99843817-0.02496616j, -0.04953119-0.00667672j],
          [ 0.04913559-0.0091439j ,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99843817-0.02496616j, -0.04787572-0.01434687j],
          [ 0.04709884-0.01672173j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99843817-0.02496616j, -0.04744957-0.0156989j ],
          [ 0.04660565-0.01805077j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99843817-0.02496616j, -0.04582857-0.01994141j],
          [ 0.04477464-0.02220696j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99843817-0.02496616j, -0.04656006-0.01816805j],
          [ 0.04559385-0.02047237j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
