unitary
"Operator([[0.88422767-0.19657025j, 0.09194181+0.41357983j],
          [0.09194181+0.41357983j, 0.88422767-0.19657025j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.88422767-0.19657025j, 0.11714282+0.40715983j],
          [0.06639439+0.41844158j, 0.88422767-0.19657025j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.88422767-0.19657025j, 0.05266744+0.42038995j],
          [0.13040236+0.40310891j, 0.88422767-0.19657025j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.88422767-0.19657025j, 0.09194181+0.41357983j],
          [0.09194181+0.41357983j, 0.88422767-0.19657025j]],
         input_dims=(2,), output_dims=(2,))"
