,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.36858015-0.08894584j],
          [-0.37478336+0.0574467j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.22778206+0.30311388j],
          [-0.09584497+0.3668466j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.07315571+0.3720362j ],
          [ 0.20875467+0.31651884j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.31155188+0.21609746j],
          [-0.20635297+0.31808983j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.33682298+0.1741062j ],
          [-0.24565852+0.28881582j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.36550216+0.10085069j],
          [ 0.37644904-0.04526372j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.34660961+0.15370253j],
          [-0.26245066+0.27364637j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.35593584-0.13066125j],
          [-0.37890003+0.01405192j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 9.07893213e-01-0.17879381j,  1.44585524e-01+0.35051065j],
          [-8.89662131e-04+0.37915946j,  9.07893213e-01-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.37698474-0.04056101j],
          [ 0.3334565 -0.18047008j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
