,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.42893106-0.02967531j],
          [-0.40001935+0.15762929j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.42227505+0.08090894j],
          [-0.34646358+0.25460845j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.16047724+0.39888536j],
          [ 0.31639012+0.29113531j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.26526237+0.33837605j],
          [-0.09400511+0.41955395j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.27942546-0.32677804j],
          [ 0.11177889-0.4151722j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.42637223+0.05540033j],
          [ 0.40876975-0.13330329j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.41372757+0.11701272j],
          [-0.32322343+0.28352969j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.88064867-0.19898603j, 0.1817995 +0.38962985j],
          [0.00338621+0.42994303j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.3896474 +0.18176186j],
          [-0.27364336+0.33163502j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.42152036+0.08475296j],
          [ 0.41700959-0.10471618j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
