,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.01358474-0.16533899j],
          [-0.0140326 -0.16530158j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.04449758-0.15981706j],
          [-0.07039402-0.15022053j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.03300871-0.16257906j],
          [-0.05952255-0.15485023j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.06683402+0.15183787j],
          [ 0.09109724+0.13864639j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.16460902+0.02062517j],
          [ 0.16574971-0.00696863j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.12031228+0.1142212j ],
          [ 0.137594  +0.09267912j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.09796163+0.13388445j],
          [ 0.11881511+0.11577779j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.0425933 -0.16033508j],
          [ 0.01540413-0.16517942j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.10951624+0.12461027j],
          [-0.08732634+0.1410519j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211-0.08208352j, -0.1022702+0.13062286j],
          [ 0.1225229+0.11184662j,  0.9827211-0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
