unitary
"Operator([[ 0.94460909-0.1427637j , -0.22425469-0.19246306j],
          [ 0.15736196-0.25013877j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.22425824-0.19245892j],
          [ 0.15736658-0.25013587j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.1886631 -0.22746083j],
          [ 0.11301747-0.27305539j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
