unitary
"Operator([[ 0.85030065-0.2171174j , -0.46256435+0.12602804j],
          [ 0.46635947-0.11116516j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.04618103-0.47719614j],
          [-0.18825235-0.44091938j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.24897893-0.40970518j],
          [ 0.02207644-0.47891698j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.18897755-0.44060905j],
          [-0.37708263-0.29607015j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.10171739-0.46851085j],
          [-0.13535066-0.45992287j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.06302477-0.4752649j ],
          [-0.17254469-0.44729987j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.00751145-0.47936669j],
          [-0.23641255-0.41708267j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.02962071-0.47850962j],
          [-0.25540435-0.40573078j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
