,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.1683812 +0.21643473j],
          [ 0.22127725+0.1619648j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.27377262-0.01564522j],
          [-0.26756836+0.06002824j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.2516584 -0.10892321j],
          [ 0.21214278-0.17375747j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.2563139 +0.09746488j],
          [ 0.27321542+0.02344256j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.27095994-0.04215362j],
          [ 0.24901395-0.11484019j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.20229535+0.18512918j],
          [ 0.24530679+0.12255937j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.25760855+0.09398964j],
          [ 0.27350746+0.01974552j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.20012613+0.187472j  ],
          [ 0.24386317+0.12540723j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.95240675-0.13313589j, 0.05156244+0.26932793j],
          [0.024269  +0.27314325j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.01090965-0.27400219j],
          [-0.06464523-0.26649055j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
