,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.1277796 -0.35698048j],
          [-0.25359132-0.28187609j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.27042102+0.26577276j],
          [ 0.35099946+0.14339479j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.24475924-0.28957832j],
          [-0.33627995-0.17515274j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.37748593+0.0355958j ],
          [ 0.36279592-0.11018986j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.07231009-0.37220148j],
          [-0.07421334-0.37182666j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.10672846-0.36382925j],
          [-0.23670883-0.29619524j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.17137253-0.33822203j],
          [-0.28681674-0.24798961j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.04213968-0.37681154j],
          [-0.1818652 -0.33269767j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.36199106-0.11280586j],
          [-0.37773304+0.03286997j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.28622971-0.24866693j],
          [-0.35914188-0.1215722j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
