unitary
"Operator([[ 0.85030065-0.2171174j , -0.11626778-0.46511359j],
          [-0.12095275-0.46391732j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.39044143-0.27821635j],
          [-0.47602861-0.05697023j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.45193342+0.16001571j],
          [-0.31989328+0.35709542j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.31150944+0.36443204j],
          [-0.09865722+0.46916479j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47916156-0.01590734j],
          [ 0.41287745-0.24368229j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.3740035 +0.29995037j],
          [ 0.47202282+0.08392438j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
