,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.12797513-0.17943671j],
          [-0.16437568-0.14681894j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.14997514-0.16150115j],
          [-0.18188176-0.12447567j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.19873833+0.09527981j],
          [-0.17285191+0.13673837j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.11774743-0.1863081j ],
          [-0.15591392-0.15577553j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.21840608-0.02956264j],
          [-0.21955103+0.01930051j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.22004007+0.0125513j ],
          [-0.21186302+0.060739j  ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.21482491+0.04924858j],
          [-0.19868811+0.09538449j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.22030283+0.00646732j],
          [-0.21346022+0.05486254j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.20338749-0.08490402j],
          [-0.21709887-0.03799009j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
