unitary
"Operator([[ 0.79938141-0.2399973j , -0.54206204-0.09777219j],
          [ 0.39856811-0.38017643j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.37318047+0.4051259j ],
          [ 0.53461512+0.13257954j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.54901834+0.04437932j],
          [ 0.4826724 -0.26536392j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.53268066-0.14014982j],
          [-0.52178773+0.17643193j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.24710788-0.49226858j],
          [-0.47738997-0.27475348j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.44794183+0.32052891j],
          [ 0.55041649+0.02079302j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
