unitary
"Operator([[ 0.97517033-0.0978434j , -0.19633339-0.03037602j],
          [ 0.18638501-0.06877594j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.02908138-0.19652933j],
          [-0.01054267-0.1983894j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.04152448+0.19428129j],
          [-0.00209902+0.19865824j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.02204322+0.19744265j],
          [0.01762198+0.19788625j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19333947-0.04570944j],
          [ 0.18040449-0.08320892j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19321152-0.04624728j],
          [ 0.18017224-0.08371062j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19196263-0.05118447j],
          [ 0.17796738-0.08830128j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19375385-0.0439198j ],
          [ 0.18116615-0.08153728j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19692663-0.02625651j],
          [ 0.18778485-0.06485641j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19319481-0.04631705j],
          [ 0.180142  -0.08377567j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
