,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.02391582-0.16416321j],
          [-0.05081846-0.1579209j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.04591984-0.15941423j],
          [-0.07172974-0.14958734j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.08122114-0.14465356j],
          [-0.10409314-0.12917486j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.10474765-0.12864469j],
          [-0.12463784-0.10948486j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.12318436-0.11111768j],
          [-0.13991142-0.08914214j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.14055283-0.08812735j],
          [-0.1532252 -0.06358902j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.13046733-0.10246854j],
          [-0.14565861-0.07940464j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.14719748-0.07651423j],
          [-0.15785122-0.0510345j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.08956148-0.13964336j],
          [-0.11148674-0.12285045j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
