,unitary
0,"Operator([[ 0.96135264-0.1207989j ,  0.2370749 -0.07074045j],
          [-0.24720628-0.00988803j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.19828323+0.14796107j],
          [-0.15551293+0.19241738j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.96135264-0.1207989j , 0.00258778+0.24739043j],
          [0.05869804+0.24033988j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j ,  0.23382474+0.08083756j],
          [-0.20655616+0.13617368j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.17696581+0.17289251j],
          [-0.12869008+0.21129974j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j ,  0.11608642+0.21847806j],
          [-0.05842524+0.24040634j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j ,  0.12421697+0.21395996j],
          [-0.06742082+0.23804023j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.21001211+0.13078085j],
          [-0.17112764+0.17867302j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.01190407-0.24711741j],
          [-0.04960383-0.24238024j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.23016548+0.09073351j],
          [-0.20056237+0.14485668j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
