,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.36071784-0.11681321j],
          [-0.37807433+0.02867908j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.04733064+0.37619476j],
          [ 0.1864347 +0.33015873j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.37678079-0.04241374j],
          [-0.36472853+0.10361364j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.25932832+0.27660714j],
          [ 0.34484302+0.15762608j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.25418938+0.28133689j],
          [ 0.34188113+0.16395115j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.1532987 -0.3467884j ],
          [-0.27334049-0.26276922j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.03996651-0.37704823j],
          [-0.17994404-0.33374066j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.34311791-0.16134679j],
          [-0.37867394-0.01920242j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.15527831+0.34590654j],
          [-0.01252973+0.37895342j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.12524225-0.35787857j],
          [-0.01980289-0.37864302j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
