,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.08005779+0.12618441j],
          [ 0.09801559+0.11280381j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j,  0.07955961-0.1264991j ],
          [-0.09757004-0.11318941j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.08373732-0.12377325j],
          [ 0.0643006 -0.13489696j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j, -0.1492563 +0.00736974j],
          [ 0.14868163-0.0150176j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.10996377-0.10119152j],
          [ 0.09360713-0.11648803j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.0179203 +0.14835976j],
          [ 0.03988968+0.14401586j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j, -0.12601501+0.08032418j],
          [ 0.13660349+0.06059078j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j, -0.04050644+0.14384361j],
          [ 0.06154732+0.13617519j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j,  0.13732957+0.0589266j ],
          [-0.12698163+0.07878719j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j,  0.01232558-0.14892896j],
          [-0.03444285-0.14541474j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
