,unitary
0,"Operator([[ 0.99230021-0.05518458j, -0.09032544-0.06431386j],
          [ 0.08263716-0.07393279j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.07447687+0.08214714j],
          [ 0.0831263 +0.07338239j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.0276157 +0.10738869j],
          [-0.01553787+0.10978858j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j, -0.09011321+0.06461089j],
          [ 0.09672175+0.05422047j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j,  0.07248209-0.08391247j],
          [-0.08133957-0.07535802j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.04373316-0.10189391j],
          [ 0.03216522-0.10611483j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.10424738+0.0377815j ],
          [ 0.10779385+0.0259893j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.01559692-0.1097802j ],
          [ 0.00332803-0.11083267j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.06852784-0.08717163j],
          [ 0.05843944-0.09423263j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.0228922 +0.1084938j ],
          [-0.01072095+0.11036312j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
