,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.3050061 -0.11843838j],
          [ 0.24946522-0.21171555j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.29599524+0.13943882j],
          [ 0.32532641+0.03491561j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.32628312-0.02440682j],
          [ 0.30033772-0.1298215j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.31108238-0.10141067j],
          [-0.32714049+0.00595579j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.18476816-0.27003166j],
          [-0.26295088-0.19471313j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.31171753+0.0994412j ],
          [ 0.32709628-0.00802467j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.9318629 -0.1567647j , 0.05537618+0.32247457j],
          [0.05318386+0.32284338j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.30780137+0.11097156j],
          [ 0.32716835+0.00415238j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.26901051+0.18625175j],
          [ 0.31514394+0.08798107j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.08406925-0.31620995j],
          [-0.0240204 -0.3263118j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
