,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.15004035-0.34821054j],
          [ 0.00680929-0.37909936j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.29417241-0.23921806j],
          [-0.36290887-0.1098173j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.27853867+0.25725259j],
          [-0.16020042+0.34365464j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.90789321-0.17879381j, 0.12080078+0.35940209j],
          [0.02449038+0.37836875j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.37915207+0.00252849j],
          [ 0.35179984-0.1414198j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.24850095+0.28637382j],
          [ 0.33852725+0.17076881j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.25379743-0.28169052j],
          [ 0.12804069-0.35688691j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.37914038+0.00390625j],
          [ 0.35231142-0.14014048j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.30303294-0.22788973j],
          [ 0.19399896-0.32577153j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.16479836+0.34147355j],
          [ 0.2819663 +0.25349101j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
