,unitary
0,"Operator([[ 0.96135264-0.1207989j ,  0.22093273+0.11134384j],
          [-0.18651756+0.16254206j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.22688876-0.09864182j],
          [-0.24423972-0.0394421j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.19099405+0.15725773j],
          [ 0.22396269+0.10511628j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.22753713-0.09713689j],
          [ 0.1964315 -0.15041073j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.20872633+0.13282334j],
          [-0.16937651+0.1803339j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j, -0.11532924-0.2188787j],
          [ 0.05759248-0.2406072j,  0.96135264-0.1207989j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.04266589-0.24369723j],
          [-0.01895215-0.24667699j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.24633432+0.02298086j],
          [-0.23299083+0.08321053j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.20309426+0.14128496j],
          [ 0.23173501+0.08664643j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.23143357+0.0874484j ],
          [-0.20260378+0.14198742j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
