unitary
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.15520909-0.25148028j],
          [-0.22259441-0.19438086j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.27221673-0.11502279j],
          [-0.29405014-0.02943992j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.11117672+0.27381002j],
          [ 0.18712757+0.22872574j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.00394562-0.29549387j],
          [-0.08355502-0.28346208j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
