unitary
"Operator([[ 0.97517033-0.0978434j , -0.17361705-0.09657444j],
          [ 0.15096989-0.12914176j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17358963-0.09662373j],
          [ 0.15093322-0.12918462j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17362625-0.09655791j],
          [ 0.15098218-0.12912739j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17358885-0.09662512j],
          [ 0.15093218-0.12918584j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17361477-0.09657854j],
          [ 0.15096684-0.12914533j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
