,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.22351648+0.15886032j],
          [ 0.25851103+0.09147823j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.24922696-0.11437719j],
          [-0.27103782-0.04164996j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.03396049-0.27210826j],
          [-0.10727602-0.25236496j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.27184422-0.036013j  ],
          [ 0.25154821-0.10917745j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.01649123-0.27372296j],
          [-0.05920104-0.2677526j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.20614959+0.18082745j],
          [ 0.24783367+0.11736563j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.11415538+0.24932863j],
          [ 0.17815021+0.20846756j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.15691742+0.22488473j],
          [-0.0892346 +0.25929405j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.03524584-0.27194475j],
          [-0.04067773-0.27118544j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
