,unitary
0,"Operator([[ 0.99376067-0.04972948j, -0.00768805+0.09953695j],
          [ 0.01758676+0.09827216j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j,  0.09739378+0.0219354j ],
          [-0.09471734+0.03154897j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j, -0.09853504-0.0160486j ],
          [ 0.09644059-0.02580551j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j, -0.04689124+0.08813582j],
          [ 0.05545588+0.08301419j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j, -0.07995453+0.05978281j],
          [ 0.08552341+0.05150202j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j, -0.01227392+0.09907604j],
          [ 0.02210371+0.09735573j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j, -0.0465254 +0.08832949j],
          [ 0.0551112 +0.08324342j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j, -0.04006844+0.09143977j],
          [ 0.04899701+0.08698278j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.99376067-0.04972948j, 0.00498959+0.09970865j],
          [0.00498959+0.09970865j, 0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j, -0.02018462-0.09777163j],
          [ 0.01032291-0.09929828j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
