unitary
"Operator([[ 0.85030065-0.2171174j , -0.09159839-0.47059386j],
          [-0.14522956-0.45689957j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.38141979-0.29046134j],
          [-0.47398194-0.07204142j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.17184728-0.44756827j],
          [-0.36538584-0.31039014j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.05405593-0.47636835j],
          [-0.2758217 -0.39213676j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.08974758+0.47095034j],
          [ 0.30454653+0.37027052j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
