unitary
"Operator([[ 0.94460909-0.1427637j , -0.17701542-0.23663841j],
          [ 0.09917786-0.27838094j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.14168623+0.25933994j],
          [-0.05871783+0.28962805j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.03799392-0.29306766j],
          [-0.05031044-0.2912062j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.07235771-0.28652496j],
          [-0.15379988-0.25234459j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.15278624+0.2529596j ],
          [-0.0712076 +0.28681295j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.28043605-0.09320846j],
          [ 0.2403658 -0.17191996j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.16149983+0.24748737j],
          [ 0.2274242 +0.18870725j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.03647929+0.29326005j],
          [0.05181427+0.29094239j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.00161275-0.29551581j],
          [-0.08887161-0.28184043j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.10372644+0.2767183j ],
          [ 0.1808695 +0.23370583j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
