,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.03582117-0.14508135j],
          [ 0.01373826-0.14880529j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.98599146-0.07408833j, 0.01119736+0.14901803j],
          [0.01119736+0.14901803j, 0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.03291356-0.14576849j],
          [ 0.0107606 -0.14905021j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j, -0.0087207 -0.14918346j],
          [-0.01367092-0.1488115j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.02386374-0.14752043j],
          [ 0.00155059-0.14943009j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j,  0.00285689-0.14941082j],
          [-0.02515248-0.14730617j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j,  0.00682637-0.14928214j],
          [-0.02905816-0.14658574j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j,  0.01572138-0.14860886j],
          [-0.03775268-0.14459077j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j,  0.02442966-0.14742777j],
          [-0.04618667-0.14212159j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j,  0.02417218-0.1474702j ],
          [-0.04593843-0.14220203j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
