,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.25299787-0.10577475j],
          [-0.27230522-0.03234322j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.27094459+0.04225222j],
          [-0.24897214+0.11493081j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.07979697+0.26235217j],
          [ 0.14868015+0.23041361j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.2299338 +0.1494211j ],
          [-0.18014565+0.20674565j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.10701253-0.25247681j],
          [-0.17214445-0.21345376j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.27200557-0.03477341j],
          [ 0.25204329-0.10802962j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.26865846+0.05494408j],
          [-0.2432933 +0.12650925j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.20680809+0.18007396j],
          [-0.1495008 +0.22988199j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.16420164+0.21962249j],
          [-0.09768261+0.256231j  ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.2738018 -0.01512597j],
          [ 0.25915837-0.08962788j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
