num_of_intervals,total_time,drift_parameter,taylor_truncate_len,avg_infidelity
1.0,3.0,1.0,20.0,0.5134586636237398
1.0,3.5,1.0,20.0,0.5252928478644998
1.0,4.0,1.0,20.0,0.6089414965456459
1.0,4.5,1.0,20.0,0.5873110490983462
1.0,5.0,1.0,20.0,0.4973366193112936
1.0,5.5,1.0,20.0,0.5641384138916459
1.0,6.0,1.0,20.0,0.5372591206051964
1.0,6.5,1.0,20.0,0.5972485388667594
1.0,7.0,1.0,20.0,0.5775497305539792
2.0,3.0,1.0,20.0,0.27710276663378075
2.0,3.5,1.0,20.0,0.3172693334405482
2.0,4.0,1.0,20.0,0.3226197195442717
2.0,4.5,1.0,20.0,0.298229217459411
2.0,5.0,1.0,20.0,0.3015754077899808
2.0,5.5,1.0,20.0,0.39494824610105317
2.0,6.0,1.0,20.0,0.342200406940118
2.0,6.5,1.0,20.0,0.29049642086969685
2.0,7.0,1.0,20.0,0.2833452724458493
3.0,3.0,1.0,20.0,0.13224489370432635
3.0,3.5,1.0,20.0,0.11427951140491521
3.0,4.0,1.0,20.0,0.15359768803431495
3.0,4.5,1.0,20.0,0.22319478989583497
3.0,5.0,1.0,20.0,0.1993749823165254
3.0,5.5,1.0,20.0,0.17619355648752177
3.0,6.0,1.0,20.0,0.14001152565305097
3.0,6.5,1.0,20.0,0.153711411282073
3.0,7.0,1.0,20.0,0.1469441827487301
4.0,3.0,1.0,20.0,0.09880571719590314
4.0,3.5,1.0,20.0,0.07865138196257782
4.0,4.0,1.0,20.0,0.085835146783799
4.0,4.5,1.0,20.0,0.09258820531820056
4.0,5.0,1.0,20.0,0.09272981809486613
4.0,5.5,1.0,20.0,0.08876790229432885
4.0,6.0,1.0,20.0,0.056524034042469196
4.0,6.5,1.0,20.0,0.06548920403186853
4.0,7.0,1.0,20.0,0.05675209416865168
5.0,3.0,1.0,20.0,0.09345048275889112
5.0,3.5,1.0,20.0,0.04514266393065591
5.0,4.0,1.0,20.0,0.038010348838821484
5.0,4.5,1.0,20.0,0.03938920087444908
5.0,5.0,1.0,20.0,0.026670603197569642
5.0,5.5,1.0,20.0,0.01998059242644845
5.0,6.0,1.0,20.0,0.019357763635074354
5.0,6.5,1.0,20.0,0.02056734355449097
5.0,7.0,1.0,20.0,0.01903932543707243
6.0,3.0,1.0,20.0,0.10972228351158275
6.0,3.5,1.0,20.0,0.05577338112469654
6.0,4.0,1.0,20.0,0.04110428420151635
6.0,4.5,1.0,20.0,0.026669135260983468
6.0,5.0,1.0,20.0,0.010938822780680924
6.0,5.5,1.0,20.0,0.014069315085388445
6.0,6.0,1.0,20.0,0.0043535574719575365
6.0,6.5,1.0,20.0,0.0015062129042627825
6.0,7.0,1.0,20.0,0.0024067003332426395
7.0,3.0,1.0,20.0,0.08964839323011531
7.0,3.5,1.0,20.0,0.03297477838422547
7.0,4.0,1.0,20.0,0.0174029828916773
7.0,4.5,1.0,20.0,0.006807811536413966
7.0,5.0,1.0,20.0,0.0017628760608889849
7.0,5.5,1.0,20.0,0.0008286050413566226
7.0,6.0,1.0,20.0,4.809217171763969e-05
7.0,6.5,1.0,20.0,2.9534959418930917e-05
7.0,7.0,1.0,20.0,3.554324612409232e-10
