unitary
"Operator([[ 0.96135264-0.1207989j , -0.24601071+0.02621926j],
          [ 0.24484958-0.03545985j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24734106+0.0055784j ],
          [ 0.24103195-0.05578817j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 9.61352645e-01-0.1207989j , -6.18562455e-02-0.2395465j ],
          [ 6.68533024e-04-0.24740306j,  9.61352645e-01-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.1799834 -0.16974892j],
          [-0.2163847 -0.11994323j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.11865582+0.21709333j],
          [-0.06125735+0.23970035j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.05100374-0.24208952j],
          [-0.10931206-0.22194502j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.03801934-0.24446523j],
          [-0.09731908-0.22745926j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.12892327+0.21115754j],
          [-0.07267415+0.2364893j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.09908206+0.22669685j],
          [-0.03991614+0.24416269j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.04136319+0.24392172j],
          [ 0.10042451+0.22610537j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
