,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.20685582-0.18001914j],
          [ 0.14956173-0.22984235j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.24159888-0.12971583j],
          [ 0.19676714-0.19099454j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.05659867-0.26831476j],
          [-0.019148  -0.27354995j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.09425597-0.25751122j],
          [-0.16125742-0.22179329j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.11756304+0.24774009j],
          [-0.04512141+0.27048157j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.02122627-0.27339653j],
          [-0.054558  -0.26873713j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.04811788-0.26996461j],
          [-0.02775612-0.27281095j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.10524699+0.25321787j],
          [-0.03177535+0.27237207j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.09331083+0.25785521j],
          [-0.01902509+0.27355852j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.12000066+0.24656857j],
          [ 0.18301456+0.20421041j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
