,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.07118228-0.31935788j],
          [-0.17175639-0.27848898j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.32599528-0.02799007j],
          [-0.31720971+0.08021452j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.32408024-0.0450374j ],
          [-0.32097787+0.06347894j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.30159454-0.12687435j],
          [-0.32650647-0.02121066j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9318629 -0.1567647j , 0.05428033+0.32266084j],
          [0.05428033+0.32266084j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.32241699-0.05571043j],
          [ 0.28644202-0.15813709j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.23061472+0.23210605j],
          [ 0.29386485+0.14387431j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.32566303-0.03162218j],
          [-0.31808415+0.07667362j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.2358646 +0.22676918j],
          [ 0.29707956+0.13711347j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.21537999+0.2463084j ],
          [-0.12293401+0.30322203j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
