,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.32286918-0.05302699j],
          [-0.32244762+0.05553287j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.29121255+0.14916978j],
          [-0.22637576+0.23624222j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.09727759+0.31239949j],
          [ 0.19413859+0.26337535j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.21794908+0.24403804j],
          [-0.12610455+0.30191723j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.05280279-0.32290592j],
          [-0.05575674-0.32240899j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.32709442+0.00809997j],
          [ 0.31174041-0.09936943j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.3151097 +0.0881036j ],
          [-0.26893807+0.18635633j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.17955385+0.27352657j],
          [-0.08017422+0.3172199j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.15066095+0.29044388j],
          [-0.04733641+0.32375243j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.31747049+0.07917612j],
          [ 0.32590195-0.02905663j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
