,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.11121049-0.09981975j],
          [ 0.09504484-0.11531797j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j, -0.07767374-0.12766575j],
          [ 0.05772342-0.13783963j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.13584388-0.06227516j],
          [ 0.12501221-0.08187614j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j, -0.04610641-0.14214765j],
          [ 0.02434641-0.14744154j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.02581717-0.14719113j],
          [ 0.0035313 -0.1493964j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j,  0.00952402-0.14913433j],
          [-0.03170343-0.14603646j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j,  0.01497163-0.14868627j],
          [-0.03702291-0.14477935j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j, -0.00648432-0.14929738j],
          [-0.01589922-0.14858994j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j,  0.1322888 +0.06950847j],
          [-0.12041613+0.08849696j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j, -0.00921748-0.14915359j],
          [-0.01317526-0.1488562j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
