,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.21114044-0.12895129j],
          [ 0.17267353-0.17717949j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.01676374-0.24683536j],
          [-0.07731064-0.23501443j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.10809432-0.22254064j],
          [-0.15979137-0.18887943j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j ,  0.2065506 -0.13618211j],
          [-0.23382144-0.0808471j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.10046994+0.22608518j],
          [ 0.15328094+0.19420008j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.23371595-0.08115154j],
          [ 0.20637308-0.13645099j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j ,  0.05760379-0.24060449j],
          [-0.11533954-0.21887328j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.10829832-0.22244144j],
          [-0.15996448-0.18873284j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j ,  0.11720959-0.21787756j],
          [-0.1674696 -0.18210616j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.19719672-0.14940606j],
          [-0.22803   -0.09597414j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
